detector	topk	nh	dev_accuracy	data	precision	recall	f1-score	support
mr&cr	1	14	0.8	test_trec	1.0	0.854	0.9212513484358144	2000
mr&mpqa	1	1	0.861	dev_mr	0.8532289628180039	0.872	0.8625123639960434	1000
mr&mpqa	1	1	0.861	dev_mpqa	0.869120654396728	0.85	0.8594539939332658	1000
mr&mpqa	1	1	0.861	test_cr	1.0	0.4365	0.6077271145144448	2000
mr&mpqa	1	1	0.861	test_mpqa	1.0	0.8165	0.8989815579410955	2000
mr&mpqa	1	1	0.861	test_mr	1.0	0.8755	0.9336177019461477	2000
mr&mpqa	1	1	0.861	test_sst2	1.0	0.1175	0.21029082774049218	2000
mr&mpqa	1	1	0.861	test_subj	1.0	0.453	0.6235375086028906	2000
mr&mpqa	1	1	0.861	test_trec	1.0	0.815	0.8980716253443526	2000
mr&mpqa	1	5	0.9855	dev_mr	0.985985985985986	0.985	0.9854927463731865	1000
mr&mpqa	1	5	0.9855	dev_mpqa	0.985014985014985	0.986	0.9855072463768115	1000
mr&mpqa	1	5	0.9855	test_cr	1.0	0.064	0.12030075187969924	2000
mr&mpqa	1	5	0.9855	test_mpqa	1.0	0.9725	0.9860583016476552	2000
mr&mpqa	1	5	0.9855	test_mr	1.0	0.99	0.9949748743718593	2000
mr&mpqa	1	5	0.9855	test_sst2	1.0	0.02	0.0392156862745098	2000
mr&mpqa	1	5	0.9855	test_subj	1.0	0.057	0.1078524124881741	2000
mr&mpqa	1	5	0.9855	test_trec	1.0	0.7415	0.8515647430376113	2000
mr&mpqa	1	14	0.989	dev_mr	0.989	0.989	0.989	1000
mr&mpqa	1	14	0.989	dev_mpqa	0.989	0.989	0.989	1000
mr&mpqa	1	14	0.989	test_cr	1.0	0.0635	0.11941701927597556	2000
mr&mpqa	1	14	0.989	test_mpqa	1.0	0.9835	0.991681371313335	2000
mr&mpqa	1	14	0.989	test_mr	1.0	0.9905	0.9952273298166291	2000
mr&mpqa	1	14	0.989	test_sst2	1.0	0.0155	0.030526834071885767	2000
mr&mpqa	1	14	0.989	test_subj	1.0	0.064	0.12030075187969924	2000
mr&mpqa	1	14	0.989	test_trec	1.0	0.615	0.7616099071207431	2000
mr&sst2	1	1	0.54	dev_mr	0.5536193029490617	0.413	0.47308132875143183	1000
mr&sst2	1	1	0.54	dev_sst2	0.5318979266347688	0.667	0.5918367346938777	1000
mr&sst2	1	1	0.54	test_cr	1.0	0.1805	0.3058026260059297	2000
mr&sst2	1	1	0.54	test_mpqa	1.0	0.023	0.044965786901270774	2000
mr&sst2	1	1	0.54	test_mr	1.0	0.3915	0.562702120014373	2000
mr&sst2	1	1	0.54	test_sst2	1.0	0.616	0.7623762376237623	2000
mr&sst2	1	1	0.54	test_subj	1.0	0.333	0.4996249062265567	2000
mr&sst2	1	1	0.54	test_trec	1.0	0.019	0.03729146221786065	2000
mr&sst2	1	5	0.559	dev_mr	0.568445475638051	0.49	0.5263157894736842	1000
mr&sst2	1	5	0.559	dev_sst2	0.5518453427065027	0.628	0.587464920486436	1000
mr&sst2	1	5	0.559	test_cr	1.0	0.127	0.225377107364685	2000
mr&sst2	1	5	0.559	test_mpqa	1.0	0.771	0.870694522868436	2000
mr&sst2	1	5	0.559	test_mr	1.0	0.467	0.6366734832992502	2000
mr&sst2	1	5	0.559	test_sst2	1.0	0.6285	0.7718759594719067	2000
mr&sst2	1	5	0.559	test_subj	1.0	0.3325	0.49906191369606007	2000
mr&sst2	1	5	0.559	test_trec	1.0	0.208	0.3443708609271523	2000
mr&sst2	1	14	0.577	dev_mr	0.5876993166287016	0.516	0.5495207667731629	1000
mr&sst2	1	14	0.577	dev_sst2	0.5686274509803921	0.638	0.6013195098963242	1000
mr&sst2	1	14	0.577	test_cr	1.0	0.2185	0.3586376692654904	2000
mr&sst2	1	14	0.577	test_mpqa	1.0	0.744	0.8532110091743119	2000
mr&sst2	1	14	0.577	test_mr	1.0	0.4845	0.6527450319973055	2000
mr&sst2	1	14	0.577	test_sst2	1.0	0.623	0.7677141096734442	2000
mr&sst2	1	14	0.577	test_subj	1.0	0.3605	0.529952223447262	2000
mr&sst2	1	14	0.577	test_trec	1.0	0.123	0.21905609973285842	2000
mr&subj	1	1	0.665	dev_mr	0.632	0.79	0.7022222222222222	1000
mr&subj	1	1	0.665	dev_subj	0.72	0.54	0.6171428571428572	1000
mr&subj	1	1	0.665	test_cr	1.0	0.594	0.7452948557089084	2000
mr&subj	1	1	0.665	test_mpqa	1.0	0.8925	0.9431968295904887	2000
mr&subj	1	1	0.665	test_mr	1.0	0.784	0.8789237668161435	2000
mr&subj	1	1	0.665	test_sst2	1.0	0.1915	0.3214435585396559	2000
mr&subj	1	1	0.665	test_subj	1.0	0.531	0.6936642717178314	2000
mr&subj	1	1	0.665	test_trec	1.0	0.898	0.946259220231823	2000
mr&subj	1	5	0.6625	dev_mr	0.6328699918233851	0.774	0.6963562753036437	1000
mr&subj	1	5	0.6625	dev_subj	0.7091377091377091	0.551	0.6201463140123804	1000
mr&subj	1	5	0.6625	test_cr	1.0	0.55	0.7096774193548387	2000
mr&subj	1	5	0.6625	test_mpqa	1.0	0.1965	0.32845800250731305	2000
mr&subj	1	5	0.6625	test_mr	1.0	0.76	0.8636363636363636	2000
mr&subj	1	5	0.6625	test_sst2	1.0	0.1785	0.3029274501484938	2000
mr&subj	1	5	0.6625	test_subj	1.0	0.5655	0.7224528904503353	2000
mr&subj	1	5	0.6625	test_trec	1.0	0.653	0.7900786448880823	2000
mr&subj	1	14	0.677	dev_mr	0.6467661691542289	0.78	0.7071622846781506	1000
mr&subj	1	14	0.677	dev_subj	0.7229219143576826	0.574	0.6399108138238572	1000
mr&subj	1	14	0.677	test_cr	1.0	0.5535	0.712584486643064	2000
mr&subj	1	14	0.677	test_mpqa	1.0	0.1385	0.24330259112867808	2000
mr&subj	1	14	0.677	test_mr	1.0	0.763	0.8655700510493478	2000
mr&subj	1	14	0.677	test_sst2	1.0	0.1735	0.2956966340008521	2000
mr&subj	1	14	0.677	test_subj	1.0	0.558	0.7163029525032093	2000
mr&subj	1	14	0.677	test_trec	1.0	0.6315	0.774134232301563	2000
mr&trec	1	1	0.853	dev_mr	0.8440545808966862	0.866	0.8548864758144126	1000
mr&trec	1	1	0.853	dev_trec	0.8624229979466119	0.84	0.8510638297872339	1000
mr&trec	1	1	0.853	test_cr	1.0	0.448	0.6187845303867404	2000
mr&trec	1	1	0.853	test_mpqa	1.0	0.8265	0.9050095811661648	2000
mr&trec	1	1	0.853	test_mr	1.0	0.8635	0.9267507378588677	2000
mr&trec	1	1	0.853	test_sst2	1.0	0.124	0.22064056939501778	2000
mr&trec	1	1	0.853	test_subj	1.0	0.461	0.6310746064339493	2000
mr&trec	1	1	0.853	test_trec	1.0	0.8235	0.9032081162599396	2000
mr&trec	1	5	0.9645	dev_mr	0.964035964035964	0.965	0.9645177411294352	1000
mr&trec	1	5	0.9645	dev_trec	0.964964964964965	0.964	0.9644822411205602	1000
mr&trec	1	5	0.9645	test_cr	1.0	0.213	0.35119538334707334	2000
mr&trec	1	5	0.9645	test_mpqa	1.0	0.994	0.9969909729187563	2000
mr&trec	1	5	0.9645	test_mr	1.0	0.9675	0.9834815756035579	2000
mr&trec	1	5	0.9645	test_sst2	1.0	0.042	0.08061420345489444	2000
mr&trec	1	5	0.9645	test_subj	1.0	0.256	0.40764331210191085	2000
mr&trec	1	5	0.9645	test_trec	1.0	0.948	0.973305954825462	2000
mr&trec	1	14	0.978	dev_mr	0.9789579158316634	0.977	0.977977977977978	1000
mr&trec	1	14	0.978	dev_trec	0.9770459081836327	0.979	0.9780219780219779	1000
mr&trec	1	14	0.978	test_cr	1.0	0.1825	0.3086680761099365	2000
mr&trec	1	14	0.978	test_mpqa	1.0	0.8805	0.9364530709917575	2000
mr&trec	1	14	0.978	test_mr	1.0	0.9785	0.9891331817033107	2000
mr&trec	1	14	0.978	test_sst2	1.0	0.026	0.050682261208576995	2000
mr&trec	1	14	0.978	test_subj	1.0	0.2025	0.33679833679833676	2000
mr&trec	1	14	0.978	test_trec	1.0	0.9625	0.980891719745223	2000
