detector	topk	nh	dev_accuracy	data	precision	recall	f1-score	support
subj&mpqa	1	1	0.9375	test_mpqa	1.0	0.9235	0.9602287496750714	2000
subj&mpqa	1	1	0.9375	test_mr	1.0	0.052	0.0988593155893536	2000
subj&mpqa	1	1	0.9375	test_sst2	1.0	0.0835	0.1541301338255653	2000
subj&mpqa	1	1	0.9375	test_subj	1.0	0.942	0.9701338825952626	2000
subj&mpqa	1	1	0.9375	test_trec	1.0	0.7395	0.8502443230813452	2000
subj&mpqa	1	5	0.9935	dev_subj	0.991044776119403	0.996	0.9935162094763091	1000
subj&mpqa	1	5	0.9935	dev_mpqa	0.9959798994974874	0.991	0.993483709273183	1000
subj&mpqa	1	5	0.9935	test_cr	1.0	0.1115	0.200629779577148	2000
subj&mpqa	1	5	0.9935	test_mpqa	1.0	0.99	0.9949748743718593	2000
subj&mpqa	1	5	0.9935	test_mr	1.0	0.0435	0.08337326305701963	2000
subj&mpqa	1	5	0.9935	test_sst2	1.0	0.079	0.14643188137164043	2000
subj&mpqa	1	5	0.9935	test_subj	1.0	0.9915	0.9957318604067287	2000
subj&mpqa	1	5	0.9935	test_trec	1.0	0.587	0.7397605545053559	2000
subj&mpqa	1	14	0.9975	dev_subj	0.997002997002997	0.998	0.9975012493753124	1000
subj&mpqa	1	14	0.9975	dev_mpqa	0.997997997997998	0.997	0.9974987493746873	1000
subj&mpqa	1	14	0.9975	test_cr	1.0	0.085	0.1566820276497696	2000
subj&mpqa	1	14	0.9975	test_mpqa	1.0	0.9945	0.997242416645776	2000
subj&mpqa	1	14	0.9975	test_mr	1.0	0.037	0.07135969141755062	2000
subj&mpqa	1	14	0.9975	test_sst2	1.0	0.0725	0.1351981351981352	2000
subj&mpqa	1	14	0.9975	test_subj	1.0	0.991	0.9954796584630838	2000
subj&mpqa	1	14	0.9975	test_trec	1.0	0.473	0.6422267481330618	2000
subj&mr	1	1	0.511	dev_subj	0.5172955974842768	0.329	0.40220048899755506	1000
subj&mr	1	1	0.511	dev_mr	0.5080645161290323	0.693	0.5862944162436549	1000
subj&mr	1	1	0.511	test_cr	1.0	0.06	0.11320754716981131	2000
subj&mr	1	1	0.511	test_mpqa	1.0	0.001	0.0019980019980019984	2000
subj&mr	1	1	0.511	test_mr	1.0	0.722	0.8385598141695703	2000
subj&mr	1	1	0.511	test_sst2	1.0	0.656	0.7922705314009661	2000
subj&mr	1	1	0.511	test_subj	1.0	0.335	0.50187265917603	2000
subj&mr	1	1	0.511	test_trec	0.0	0.0	0.0	2000
subj&mr	1	5	0.5745	dev_subj	0.565523306948109	0.643	0.6017781937295272	1000
subj&mr	1	5	0.5745	dev_mr	0.5863267670915412	0.506	0.5432098765432098	1000
subj&mr	1	5	0.5745	test_cr	1.0	0.2335	0.3785974868261046	2000
subj&mr	1	5	0.5745	test_mpqa	1.0	0.984	0.9919354838709677	2000
subj&mr	1	5	0.5745	test_mr	1.0	0.4745	0.643608002712784	2000
subj&mr	1	5	0.5745	test_sst2	1.0	0.5625	0.72	2000
subj&mr	1	5	0.5745	test_subj	1.0	0.6335	0.7756351392715028	2000
subj&mr	1	5	0.5745	test_trec	1.0	0.772	0.871331828442438	2000
subj&mr	1	14	0.588	dev_subj	0.5792792792792792	0.643	0.6094786729857821	1000
subj&mr	1	14	0.588	dev_mr	0.5988764044943821	0.533	0.5640211640211641	1000
subj&mr	1	14	0.588	test_cr	1.0	0.243	0.39098954143201936	2000
subj&mr	1	14	0.588	test_mpqa	1.0	0.9775	0.988621997471555	2000
subj&mr	1	14	0.588	test_mr	1.0	0.5335	0.6957939354417997	2000
subj&mr	1	14	0.588	test_sst2	1.0	0.5845	0.7377721678763017	2000
subj&mr	1	14	0.588	test_subj	1.0	0.6065	0.7550575785869904	2000
subj&mr	1	14	0.588	test_trec	1.0	0.878	0.9350372736954206	2000
subj&sst2	1	1	0.5055	dev_subj	0.5040116703136397	0.691	0.582876423450021	1000
subj&sst2	1	1	0.5055	dev_sst2	0.5087440381558028	0.32	0.3928790669122161	1000
subj&sst2	1	1	0.5055	test_cr	1.0	0.9325	0.9650711513583441	2000
subj&sst2	1	1	0.5055	test_mpqa	1.0	0.9985	0.9992494370778084	2000
subj&sst2	1	1	0.5055	test_mr	1.0	0.262	0.4152139461172742	2000
subj&sst2	1	1	0.5055	test_sst2	1.0	0.327	0.4928409947249435	2000
subj&sst2	1	1	0.5055	test_subj	1.0	0.6775	0.8077496274217586	2000
subj&sst2	1	1	0.5055	test_trec	1.0	1.0	1.0	2000
subj&sst2	1	5	0.6035	dev_subj	0.5883859948761742	0.689	0.6347305389221556	1000
subj&sst2	1	5	0.6035	dev_sst2	0.6248492159227985	0.518	0.5664297430289776	1000
subj&sst2	1	5	0.6035	test_cr	1.0	0.2865	0.4453944811504081	2000
subj&sst2	1	5	0.6035	test_mpqa	1.0	0.993	0.9964877069744105	2000
subj&sst2	1	5	0.6035	test_mr	1.0	0.4235	0.5950122936424306	2000
subj&sst2	1	5	0.6035	test_sst2	1.0	0.5225	0.6863711001642036	2000
subj&sst2	1	5	0.6035	test_subj	1.0	0.667	0.8002399520095981	2000
subj&sst2	1	5	0.6035	test_trec	1.0	0.884	0.9384288747346072	2000
subj&sst2	1	14	0.6185	dev_subj	0.6064690026954178	0.675	0.6389020350212967	1000
subj&sst2	1	14	0.6185	dev_sst2	0.6335963923337091	0.562	0.5956544780074192	1000
subj&sst2	1	14	0.6185	test_cr	1.0	0.3265	0.49227289860535245	2000
subj&sst2	1	14	0.6185	test_mpqa	1.0	0.9945	0.997242416645776	2000
subj&sst2	1	14	0.6185	test_mr	1.0	0.464	0.6338797814207651	2000
subj&sst2	1	14	0.6185	test_sst2	1.0	0.5525	0.7117552334943639	2000
subj&sst2	1	14	0.6185	test_subj	1.0	0.6605	0.7955435109906654	2000
subj&sst2	1	14	0.6185	test_trec	1.0	0.946	0.9722507708119219	2000
subj&trec	1	1	0.9195	dev_subj	0.9365244536940687	0.9	0.9178990311065782	1000
subj&trec	1	1	0.9195	dev_trec	0.9037536092396535	0.939	0.9210397253555664	1000
subj&trec	1	1	0.9195	test_cr	1.0	0.6805	0.8098780124962809	2000
subj&trec	1	1	0.9195	test_mpqa	1.0	0.9695	0.9845138359989846	2000
subj&trec	1	1	0.9195	test_mr	1.0	0.097	0.17684594348222427	2000
subj&trec	1	1	0.9195	test_sst2	1.0	0.1385	0.24330259112867808	2000
subj&trec	1	1	0.9195	test_subj	1.0	0.8895	0.9415189203492987	2000
subj&trec	1	1	0.9195	test_trec	1.0	0.9275	0.9623865110246433	2000
subj&trec	1	5	0.9555	dev_subj	0.9523336643495531	0.959	0.955655206776283	1000
subj&trec	1	5	0.9555	dev_trec	0.9587109768378651	0.952	0.9553437029603612	1000
subj&trec	1	5	0.9555	test_cr	1.0	0.3855	0.5564778058462649	2000
subj&trec	1	5	0.9555	test_mpqa	1.0	0.9965	0.9982469321312296	2000
subj&trec	1	5	0.9555	test_mr	1.0	0.086	0.1583793738489871	2000
subj&trec	1	5	0.9555	test_sst2	1.0	0.142	0.2486865148861646	2000
subj&trec	1	5	0.9555	test_subj	1.0	0.955	0.9769820971867007	2000
subj&trec	1	5	0.9555	test_trec	1.0	0.9265	0.9618479107189204	2000
subj&trec	1	14	0.9765	dev_subj	0.9769769769769769	0.976	0.976488244122061	1000
subj&trec	1	14	0.9765	dev_trec	0.9760239760239761	0.977	0.976511744127936	1000
subj&trec	1	14	0.9765	test_cr	1.0	0.27	0.4251968503937008	2000
subj&trec	1	14	0.9765	test_mpqa	1.0	0.998	0.998998998998999	2000
subj&trec	1	14	0.9765	test_mr	1.0	0.069	0.12909260991580918	2000
subj&trec	1	14	0.9765	test_sst2	1.0	0.125	0.2222222222222222	2000
subj&trec	1	14	0.9765	test_subj	1.0	0.971	0.9852866565195332	2000
subj&trec	1	14	0.9765	test_trec	1.0	0.968	0.983739837398374	2000
