document	label
merely reflects	0
maintains	0
think	1
expansionist policies	0
preferable	1
claimed	0
opposes	0
displeasure	0
loyal	1
accused	0
it can silence	0
massacres	0
tough conditions	0
grave violations	0
creating the fertile soil	0
supported	1
arrogance of power	0
would stabilize	1
rather flimsy	0
developed a habit of	0
constant aggressive	0
anticipated	1
any step backward for democracy	0
discrediting	0
be considered	1
poured all kinds of abusive words	0
blatant fraud	0
described	0
bankrolls	0
warn	0
defects	0
sacrifice	0
to seek reconciliation	1
desperate hatred	0
adopted a resolution criticizing	0
pays no attention	0
adopted	1
had improved	1
noble cause	1
was not even	0
could have hoped for	1
is not justified	0
misguided	0
blame	0
acknowledging	0
neither good nor bad , just incorrigible	0
to support	1
recommends	1
blamed	0
enemy	0
concerning themselves	0
not out of concern	0
protested	0
mild and routine criticism	0
glad	1
improve	1
adverse effects	0
shadows of suspicion	0
rock - throwing youths responded	0
criticizes	0
showed callousness	0
confidence	1
criticized	0
a correct solution	1
nostalgia	1
totally committed	1
had expressed opposition	0
something disadvantageous	0
took another swipe	0
outrage	0
allegedly threatening	0
interfering	0
says it should have a free hand to storm the palestinian areas ; . assassinate or arrest palestinian citizens ; . demolish homes , headquarters , and establishments ; . uproot thousands of trees ; . and besiege cities and villages as it likes	0
axis of evil dogma	0
greatly improved	1
inhumane	0
another diversionary tactic	0
promotes	1
accommodate	1
reserves	0
the failure to discuss	0
opposed	0
it makes no sense	0
frustrated	0
outsource our moral obligations	0
are refusing	0
would like	1
is afraid of	0
debacle	0
aghast	0
vast	1
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face	0
took to the streets around the country in a pot - banging demonstration	0
promises	1
support	1
calling for respect	1
bit more dangerous	0
simply because	0
in the hope	1
damages the credibility	0
my fist carries a force	1
utmost	1
refusal to respond	0
was conducted in such a way as to favour the ruling party	0
modern , civilized instruments of coercion	0
to deny	0
within tens of millions of arabs	1
policy	0
stuck for 18 months on ground zero	0
calls	0
good guests	1
one of the poorest	0
imperialist forces	0
warned	0
difficult	0
axis of evil	0
support	1
as he calls it	0
had all thought	1
prevent such a development	1
are known for being negative	0
ulterior motives	0
awfully grave and pressing	0
like wild beasts	0
significant	1
blamed	0
is accused	0
feels constrained to reject	0
crush	0
axis of evil argument	0
fairly good prospects	1
were fears	0
desperation of the people	0
worrisome	0
catering to the interests of the us oil and coal barons	0
do n't believe	0
the concern	0
apprehensions and resentment	0
suffered	0
one - sided , self - righteous policy	0
no one wept over him	0
oppressive	0
entire	0
demonizing the enemy	0
accusing	0
extremely strong support	1
no more than that	0
expressed regrets	0
more attentive	1
alleged	0
axis of evil	0
involves some contradictions	0
wanted	1
are getting increasingly critical	0
principles of justice	1
left has compounded anti - americanism into dogma	0
daylight robbery	0
looks presumptuous	0
in the name of self - righteousness	0
to encourage	1
is ignoring its commitments in the current situation	0
enormous	0
free and fair	1
manner that is reasonably consistent	1
a warm welcome	1
this is really an unwise idea	0
paint a grim picture	0
unlawful combatants	0
disqualified president	0
threatening	0
unlawful combatants	0
war - mongering	0
desperation of	0
the ire of	0
far from perfect	0
abusive language	0
war - mongering	0
running out of meaningful options	0
unfounded	0
seeking	1
have expressed dissatisfaction - but not surprise	0
bothers	0
was rejected	0
want	1
single - handedly destroyed	0
falls far short	0
peaceful settlement	1
were supported by	1
goodwill	1
loyal attitude of	1
binding wounds	1
find no grounds for any support	0
praised	1
had accepted	1
this is bullshit	0
could not truly	0
advice	1
would support wholeheartedly	1
fostering trade anarchy	0
would callously exploit	0
protests	0
good job , buddy	1
violators of human rights	0
a lack of transparent investigations	0
protest	0
long neglected	0
should have been on the side	1
clearly welcomes	1
can actually enhance our competitiveness	1
wanted to rope in	1
herein lies his wicked intention	0
however	0
support of	1
berating	0
charged	0
chronic complainers	0
give them rights	1
not considered	0
abided by calm and cease - fire	1
strongly called on	1
strike	0
great	1
waited angrily	0
some goals	1
has warned	0
considerable doubt	0
giving him free rein to arrest at will	0
supports	1
violated human rights	0
would not have been a free and fair poll	0
madness	0
refused to confirm	0
regain confidence	1
hasty	0
we are not precluding the possibility of surprises	1
plausible pretext	0
does not function optimally	0
their godfather	1
hegemonic	0
wished	1
nothing more	0
negated	0
audible laughter from	0
calling for	1
publicly accused	0
in the guise of its so - called war on terror	0
violent food riots and protests	0
for perishing	0
criticism	0
destroyed	0
support	1
as bad as the prospects of change seem to be	0
violated	0
bright	1
american pressure	0
respected	1
torture	0
no alternative	0
can serve as a model	1
would continue to honor its commitment	1
really cleaning up	1
refusal to respect its obligations	0
creeps	0
active role	1
good	1
in compliance	0
its backing	1
would not be traded away	1
keen to fight	0
were not so devastating	0
warned	0
only	0
would win	1
was effective especially	1
are feeling	0
sought	1
save	1
give up	1
bragged	1
proclaimed himself	0
will make it look as if they're being brutalized	0
due to those who stand in the way of the settlement	0
without scientific basis	0
after dithering for a few days	0
axis of evil	0
he belongs to the good side	1
how capricious	0
have complete confidence	1
regretted	0
show of support	1
support or toleration	1
revolted	0
lambasted	0
support of	1
rejection	0
agreed	1
more demagogy than arguments	0
ready to gnaw	0
well - meaning	1
transparent , credible , free and fair	1
unprecedented	0
opposed	0
viable	1
in order to end occupation and settlement in their territories	1
axis of evil rhetoric	0
eagerly awaited	1
limited	0
the invitation	1
in such a complex state	0
extremely easy	0
called on	1
made nonsensical gaffes	0
quite freely	1
do not even have	0
war against islam	0
knock	0
must not act as if it is venting its personal grudge	0
tear its members apart	0
success of western europe after world war ii laid in its creation of the good neighborly field	1
was worried	0
a former army coup - meister himself	0
was unable to recommend	0
to understand	1
the desire	1
forgot all principles and role in defending justice , and international legitimacy	0
ambition	1
will not change	0
not voluntarily	0
too is seriously damaged	0
showed a lack of sincerity	0
advanced a mendacious critique	0
for punitive action	0
disdaining	0
violation	0
wronged	0
opinion	1
eroding	0
incomprehension	0
lashed out	0
would have been sending a very bad signal	0
to subjugate it	0
have denied	0
is based on mutual respect and understanding	1
for a good future	1
willing	1
goes against the tide	0
according to americans , this sort of humanity does not qualify for any of the laws	0
endorsed	1
provoke	0
a border of peace and good neighbourliness	1
pretty well - planned out	1
inevitably falls	1
severely criticized	0
violent protests	0
demanded heavy expenditure	0
resorting to	0
the head of an empire of evil	0
suspected	0
am hopeful	1
disapproves	0
society ruled by law	1
abandoned	0
hurt	0
good luck	1
despise	0
arduous negotiations	0
condemnation	0
which stood in the way of honest negotiations	0
concerning their life and death	0
government of death	0
the gitmo gandhis	0
anyway	0
ignoring	0
an even worse situation	0
fierce competition	0
concerned i become	0
could be hobbled	0
more civilized	1
chanted	0
so that we would not become terrorists	1
is particularly opposed	0
too costly to meet	0
cruel , inhuman or degrading treatment	0
to the liking of	1
good will	1
attack on our global village	0
nations that are n't transparent	0
complain	1
disapproves	0
very dangerous	0
fair	1
defying	0
to labeling	0
fundamental importance	0
have accused	0
premature	0
does not have the slightest doubt	1
remains committed	1
praised	1
thanked	1
is pessimistic	0
contributed greatly to the success	1
are irritated	0
popular support for	1
asked	0
unacceptable	0
trying to use the time factor	0
boasts	0
bashed	0
more heterogeneous	1
insisted	0
by failing to hold firm	0
very clear boundaries	1
really	1
hold the course of democracy dear	1
widespread disbelief	0
return to confrontation	0
stolen	0
repression	0
that would be independent	1
celebrated	1
formidable deadlock	0
have been endeavoring to prevent	1
it will be difficult	0
hopes	1
to accept	1
enormous	0
the serious crisis	0
refused	0
torture	0
charged	0
growing frustration	0
beginning a new offensive on religious minorities , persecuting muslims	0
despite the sept . 11 atrocities	0
upright	1
no more	0
believe	1
the world would never forget	0
will not be able to change until the end of mankind	0
would be useful if	1
refused	0
little more than	0
bound to happen	0
ruined	0
growing perception	0
against	0
rejects	0
warned	0
false image	0
particularly designated	0
other slightly troubling images	0
terrorism	0
atmosphere of conflict	0
had not heeded	0
do not want	0
was martyred	0
pentagon damage control	0
forced to navigate	0
israel is one of the us states	0
need for the palestinian people to regain their freedom and independence	1
utmost suffering	0
unprecedented	0
enjoy	1
must be taken to trial for treason	0
want	1
said smiling	1
to mould the electoral process in his favour	0
accused	0
too small	0
being supported	1
remain vigilant and are totally committed	0
wanted this very much	1
because of its repeated violation	0
you're	0
felt	0
the fatherland's reunification	1
accused	0
jeopardy	0
if there is no confidence	0
no more than an improved carbon copy	0
such a mindset will impair	0
required a more mature approach	1
would not solve the problem	0
should be harshly condemned	0
damage	0
hence	0
inhumane	0
spewed out all kinds of vicious remarks	0
unusual	0
solid and often eloquent	1
resistance	0
have succeeded	1
plotting to bring down each other	0
shameful silence	0
is also the most risky	0
rejected	0
refused to allow	0
waging a ruthless war against	0
adopted a resolution	1
are prepared to accept	0
axis of evil	0
sharply criticised	0
axis of evil	0
had been legitimate	1
not	0
hatred	0
pressure and coercion	0
undermine	0
shadow of this noise	0
completely violated	0
the base of evil	0
a view	1
invite	1
responsible	0
succeed	1
does not reflect	0
smiled broadly	1
absorb such a burden	0
get a life	0
a great wall of china in the middle east	0
nettlesome challenge	0
predatory	0
no qualifications and face	0
perhaps it is perverse	0
countries are poor because they want to be	0
am sure	1
criticism	0
destroy homes over the heads of their owners	0
agreed	1
overshadowed by the midst of the tragic events	0
was quite neat and tidy	0
message	0
babysitters	0
would not be out of necessity	0
called on	1
all manner of	1
call on	1
argentina deserved bailing out	1
have been rubbed on her skin	0
are the violators of human rights	0
was endorsed	1
signifies	1
long refused	0
principled	1
advice	1
victimizing the lives	0
not happy	0
abuses	0
runaway	1
there is need for a partnership	1
hopes	1
hand - wringing	0
looking for an edge	0
barely scraped through	0
under fire	0
very exciting	1
with full respect for	1
puzzled	0
uncomfortable meeting	0
not even	0
caused unease	0
publicly denouncing	0
common enemy of all civilized men and women	0
exerting every effort possible	1
but now	0
in a flurry	0
would improve	0
frustrate	0
not as the ticket of last resort	1
can not be solved by washington's arbitrary decision	0
just wanted	1
the absolute right in all cases	1
should be penalised	0
bad treatment	0
get inspiration	1
hope	1
will try its best	0
was critical of	0
kennels	0
urge	1
with respect to the principles of democracy and freedom	1
the united states' biggest enemy	0
would not support	0
is reasonable , humane , legal , proper , and compatible	1
provoked much criticism	0
would be easier	1
reminiscent more of nazi concentration camps than a civilised detention facility	0
a bold challenge	1
it is not clear	0
excessive use of force	0
compared	0
sensory segregation	0
have the illusion	1
right and proper	1
whatever	0
failure to substantiate	0
have been extremely critical	0
could range from collective disapproval to suspension	0
his goal	1
``red light'' has been issued	0
completely supports	1
would be a reluctant financial firefighter	0
so - called axis of evil remark	0
very great	1
unbearable burden	0
thousands	0
making themselves felt far from the battlefield	0
interests	1
favouring independence	1
calls on	1
stymied	0
has been roundly condemned	0
neutralize	1
axis of evil	0
catastrophic	0
confident	1
we will go to war	0
were approved	1
repeatedly vowed	0
mistake	0
big brother	0
axis of evil	0
only served to deny	0
our party has been genuine	1
but because of its own national interests	0
top concern	0
was compromised	0
admirers	1
simplistic	0
inhumane	0
appreciates	1
are not worried	1
committed one more mistake	0
strong protest and denunciation	0
tragedy	0
the dissent	0
about three million bitter people	0
feel	0
more criticism	0
complete disregard for the plight of the palestinians despite timid warnings to israel	0
most radical israeli hardliners	0
call for	1
badly	0
takes a side	0
violator of human rights	0
breaking fundamental concepts	0
has raised fears	0
to polish their own image	0
exalted	1
can not choose	0
it could blossom	1
the perpetrators	0
is indeed grateful	1
are frequently embraced	1
will be lower	1
is based on injustice	0
arbitrarily	0
could not help but feel	0
to hate	0
will be barred	0
ridiculous	0
threat	0
worse criticism and rejection	0
to make this government fail	0
yelled	0
revolutionary process	1
almost all parts of the globe	0
the uproar	0
the twin towers of new york may not have collapsed	1
disapproves	0
fake	0
roughly	0
legitimate	1
overwhelmingly	1
slammed	0
lost the game	0
turning the whole world upside down	0
would also accelerate	1
could be sympathisers	0
rejected	0
tactful political manoeuvring	0
breeding ground	0
hostility	0
cronies	0
wants	1
pushed	1
good things	1
wants to create	1
has not achieved	0
nutritious	1
systematic campaign of violence	0
any hope	1
directly responsible	0
does not serve the interest of peace	0
concern has spread	0
heckling	0
power at all costs	0
isolate and fortify itself	1
took china's rising military threat	0
their confusion of ends and means	0
warned	0
positive responses from	1
champion of democracy	1
successfully	1
continuously cooperating	1
has become stable and dynamic	1
one that would be adversely affected	0
congratulated	1
has disallowed	0
an ``axis of evil	0
despotic	0
most glaring	0
serious	0
questions	0
accusations	0
plight of	0
too prone	0
now a reality	1
would do anything to avoid	0
is accused	0
least free	0
hence one can see that it is not to be surprised	0
calling on	0
oppressive israeli military campaign	0
superpower has entered a legal fog	0
oppression	0
proudly announced	1
encourage	1
please	1
constitute a breeding ground for bilateral tensions	0
irked	0
tried to resist	1
much fairer	1
disorganization	0
lack of transparency	0
sought	1
remained poor	0
bluntly criticize and oppose	0
forceful means	0
violation of the palestinian people's human rights	0
more prudent	0
like to speak for	1
countries such as iran , iraq and north korea represent an ``axis of evil	0
beyond reasonable bounds	0
fantasy of a world kingdom	0
is not sufficient from the viewpoint of economic efficiency	1
perpetrators	0
criticism	0
dictatorial regime	0
they are seeking unilaterally to become the masters of the world	0
support	1
have filed a complaint	0
evenhanded	1
bothered	0
criticism	0
to request	1
was angered	0
not look very good	0
a strong turnout favored him	1
denied	0
impossible	0
had aligned against	0
unlawful combatants	0
do not agree	0
should be tried by an international tribunal	0
farce of coup d'etat was staged	0
occupation	0
resorting to verbal quibbling	0
develop its relations	1
spectacularly	0
admiration	1
aggravated	0
rejected	0
israeli government does its utmost to hamper the peace process	0
had anyone checked	0
tremendous amount of progress	1
indulging in blood - shed and their lunaticism	0
is insisting	0
tense relationship between	0
having rejected	0
advanced	0
deigned	0
emphasized	1
peace	1
owing allegiance	1
this confidence	1
prejudged	0
new , better - run	1
will be faced with difficulties	0
remove suspicion	0
to contest	0
extreme weakness	0
has refused	0
have each accused the other	0
are especially critical	0
communiques and relevant commitments	1
makes the republic of china vanish	0
axis of evil	0
have been divested of many of their basis rights	0
antipathy	0
humiliation	0
warned	0
gunned down	0
despite its many shortcomings	0
mount a rebellion	0
shouted	0
exploding further	0
could lead to an opening	1
criticism	0
are disturbed	0
avoid	0
still far from equal	0
supports	1
devastating consequence	0
attacks	0
a legitimate activity and long overdue	1
has denied	0
increasingly angry opposition	0
views itself	1
potential carrot	1
turns a blind eye	0
refuses	0
have criticised	0
this has not been the case	0
have no right	0
it is dangerous	0
persistent and deliberate fuelling	0
these leaks had put his life in danger	0
requested	1
budget was a disaster	0
would lay the firm foundations	1
several different disputes	0
dreaming	1
steal this election	0
very odd	0
would incur its displeasure	0
want	1
threatened to cripple	0
may god be satisfied with him	1
to be seen or to be perceived	0
scupper any hope	0
are ready	1
hailed	1
was accepted	1
rapprochement between	0
threats	0
such fruitful results	1
humane	1
alleged rights violations	0
mainly concerned	0
serious , calm and forward - looking	1
do swear	1
visited cuba in a friendly manner	1
either they fail outright	0
a terrorist act	0
closer to that of cowboys than to a civilized mentality	0
expressions of support	1
peaceful protests	0
think	0
despite	0
difficult	0
not active enough	0
asked	1
as a patient	1
ambition	1
would be convicted	0
far better than	1
indefinitely	0
supported	1
the nation most likely to suffer the impact	0
extensive support	1
arrest thousands of innocent people	0
credible	1
is calling for	1
would have happened here	0
ignored	0
pro - american	1
a valentine to the coal and oil industry	0
was heard with interest and attention	1
was happy	1
suffering from some intoxication	0
not just simply to determine if there were a coup d'etat or not	0
to tighten the noose around the axis of evil	0
satisfied	1
fearing	0
the possibility	1
worthy arguments	0
most ludicrous	0
works to abort his mission in advance by	0
badly battered	0
heavy toll	0
demerits	0
ought not	0
dangerously absolutist and simplistic stance	0
protect the environment	1
favor	1
has heightened the suspicion	0
so uncertain	0
warned	0
opposition activists	0
is keeping a wary eye	0
desperate	0
the four square meter cages	0
last - ditch	0
puts every jew and every israeli to shame	0
the fatherland	1
in any doubt	1
eradicate	1
extremist	0
accused	0
was baffled	0
must first respect and promote	1
it is conducting a war without rules	0
assurances	1
flagrant attack	0
history of crimes against humanity	0
earned eternal notoriety	0
even against vehicles transporting pregnant women in labor and against unarmed citizens	0
want	1
having success	1
interests	1
such an	0
him has not been pretty	0
wish to raise	1
accusing	0
locked in a verbal war	0
it is nothing more	0
peace and stability of the world	1
axis of evil theory	0
domino effect	0
solidarity	1
want to cooperate	1
lost immediately	0
support	1
rescue	1
alleged	0
will never tolerate	0
to promote	1
power at all costs	0
for more than two years	0
exacerbating	0
spurred on	1
puts off any	0
indeed the ring leader and empire of evil	0
not the best of solutions	0
the fight against terrorism , violence and intrigues	0
claim	0
it does not take a vivid imagination	0
seek more cooperation opportunities	1
pre - attack marker	0
so - called	0
apocalyptic savagery	0
who said that space investments were not interesting	1
blatant campaign of intimidation	0
his aggression	0
thousands of its supporters denied the vote	0
refuses	0
take revenge	0
political stances that are totally biased	1
formation of good economic neighborhood	1
that we unite and come together as one people	1
campaign of suppression	0
embark on trampling upon human rights of civilians	0
a lot better than they are	0
able	1
warned	0
aided and abetted	0
mere expression of failure	0
like crap	0
linked	0
call	0
calling	0
abundant reserves of energy	1
taking advantage of	0
claims	0
could destabilise	0
jetted	0
problems remain	0
threats by	0
every possible effort	1
until the imf brought them to the point of death	0
threat	0
some questionable aspects	0
another setback for the imf	0
